Iteration,Loss
0,0.09336843395265279
1,0.04025395192520582
2,0.04025395192520582
3,0.039789066016525515
4,0.039789066016525515
5,0.0371519252320289
6,0.0371519252320289
7,0.0371519252320289
8,0.0371519252320289
9,0.0371519252320289
10,0.0371519252320289
11,0.0371519252320289
12,0.0371519252320289
13,0.0371519252320289
14,0.0371519252320289
15,0.0371519252320289
16,0.0371519252320289
17,0.0371519252320289
18,0.0371519252320289
19,0.0371519252320289
20,0.0371519252320289
21,0.0371519252320289
22,0.0371519252320289
23,0.0371519252320289
24,0.0371519252320289
25,0.0371519252320289
26,0.035674808943640175
27,0.034448092317096196
28,0.029504178562816154
29,0.02244074747707455
30,0.011269052818747731
31,0.010018868845269112
32,0.007699928911276713
33,0.007699928911276713
34,0.005574265347421252
35,0.005574265347421252
36,0.0038444962613142257
37,0.0027928502387125002
38,0.0027928502387125002
39,0.001231563997477898
40,0.001231563997477898
41,0.001231563997477898
42,0.001231563997477898
43,0.0012056247090473141
44,0.0009966566108765267
45,0.0008235443138464515
46,0.0006530617475956483
47,0.0006208586202623274
48,0.0005063971298605978
49,0.000383002485004927
50,0.0003274168707731056
51,0.00023698989295633125
52,0.00020563901594367097
53,0.00020563901594367097
54,0.00020563901594367097
55,0.00019507393391486697
56,0.00019081344604293364
57,0.00018479731778741926
58,0.00018479731778741926
59,0.00018479731778741926
60,0.00018479731778741926
61,0.00018479731778741926
62,0.0001841196340358117
63,0.0001774812639994579
64,0.00017218416760823147
65,0.00016340163424133664
66,0.00013595420392804264
67,0.00012223456277921977
68,0.00012223456277921977
69,0.00012223456277921977
70,0.00012223456277921977
71,0.00010106204594031396
72,0.00010106204594031396
73,0.00010106204594031396
74,0.00010106204594031396
75,0.00010106204594031396
76,0.00010106204594031396
77,0.00010106204594031396
78,0.00010106204594031396
79,0.00010106204594031396
80,0.00010020751235953322
81,0.00010020751235953322
82,0.00010020751235953322
83,0.00010019563852252343
84,0.00010017727407335907
85,0.00010013787318335947
86,0.0001000940404559499
87,0.0001000940404559499
88,0.00010008346987179367
89,0.00010008346987179367
90,0.00010008346987179367
91,0.00010008346987179367
92,0.00010008336269471588
93,0.00010008336269471588
94,0.0001000831928332379
95,0.0001000831928332379
96,0.0001000831928332379
97,0.00010008316355090835
98,0.00010008312829894032
99,0.00010008311358590472
